streetAddress,addressLocality,addressRegion,postalCode,latitude,longitude,description,price,priceCurrency,property-beds,property-baths,property-sqft,Acreage,Air Conditioning,Year Built,Area,Basement,Bath,Full Bathrooms,Half Bathrooms,Bedroom,Bonus Room,Breakfast,Contract Conditions,Cooling,Den,Property Details,Dining Room,Driveway,Exterior,Exterior Features,Family Room,Features,Fees,Finished Basement,Fireplace,Fireplaces,Formal Dining,Foundation,Foyer,Gallery,Game Room,Garage,Garage Spaces,Garage Type,Great Room,Heating,Heating Source,Home Features,Interior Features,Kitchen,Last Updated,Laundry Room,Date Listed,Listing ID,Living Room,Lot Size,Master Bath,Master Bedroom,Master Bedroom First Floor,Media Room,MLS® #,Model Type,Mortgage Calculator,Neighbourhood Features,N/A,Occupancy,Office/Den,Other,Ownership Type,Parking Spaces,Partial Bathroom,Pet Policy,Pool,Property Tax,Property Type,Roof,Room Details,Rooms,School District,See more details,See less details,Sewer,Square Footage,Status,Stories,Style,Subdivision,Tax Year,Total Acres,Transaction Type,Type,Utility Room,Waterfront,Waterview,Yes,Heating Fuel,Heating/Cooling,Basement Description,Basement Details,Basement Development,Basement Type,Basement Walls,Fireplace Description,Fireplace Fuel,Fireplace Location,Fireplace Type,Fireplace Y/N,Parking,Parking Description,Parking Surface,Parking Types,Garage Capacity,Garage Description,Garage/Carport,Exterior Finish,Pool Features,Pool YN,Roofing,Roofing Description,Lease,Lease Requirements,Lease Term,Architecture,Year Built Description,Year Built Source,Approx Age,Location,Ownership,Pets Allowed,Levels,SqFT Range,Inclusions,Appliances,Exclusions,Electric,Electric Available,Ensuite,Family Room Level,Floor Location,Fuel,Fuel Type,Furnace,Furnished,Gas,Gas Available,Hot Water,Interior,Interior Layout,Interior Maintenance/Repairs Paid By,Laundry,Laundry Description,Laundry Location,LaundryFeatures,Natural Gas,Number Of Fireplaces,Plumbing,Power,Power Source,Smoke Detector(s),Master Description,Br Description,2nd Br Description,3rd Br Description,4th Br Description,5th Br Description,Pantry Description,Foyer Description,Dining Description,Living Description,Kitchen Description,Sitting Description,Den Description,Family Description,Bathroom Description,Office Description,Rec Description,Breakfast Description,Workshop description,Tandem Description,Sunroom Description,Study Description,Solarium Description,Powder Room Description,Play Description,Nursery Description,Mudroom Description,Media/Ent Description,Library Description,Great Room Description,Games Description,Furnace Description,Exercise Description,Dinning Description,Common Room Description,Cold/Cant Description,Locker,Locker Description,Heating Fuels,Flooring,HVAC,Waterfront Features,Waterfront YN,Access,Access Road,Building Style,Building Type,Buildings,Bush,Carport,Construction,Construction Materials,Construction Type,Covered Parking,Direction Facing,District,Exposure,Extra Structures,Fence,Fencing,Fronting On,Frontage,Gated,Loading Dock,Loading Info,Major Area,Out Buildings,Outdoor Area,Patio,Present Structures,Rear Exposure,Road,Road Between Waterfront And Home,Site Description,Site Influence,Site Influences,Site Information,Soil,Sprinklers,Storm Sewage Drain,Association Amenities,Balcony,Acreage Range,Exterior Build,Lot Description,Lot Shape,Lock Box,Security Features,Tenant Pays,Owner Pays,Rent Includes,Assessed Fees,Association Fee Frequency,Telephone Service,TV Service,Utilities,Utilities Included,Utility Description,Waste,Water,Water Heater,Water Heater Location,Water Heating Paid By,Water Paid By,Water Purifier,Water Service,Water Softener,Water Source,Water Treatment,Water Type,Common Interest,Business Type,Commercial Type,Complex,Condo Management,Condo Name,Current Use,Disclosures/Documents,Documents On File,Dues Frequency,Electric (amps),Electric (volts),Electric Paid By,Escape Clause,Farm,Farm Type,Fee Frequency,Fee Includes,Financing,For Sale or Lease,FP Fuel,Franchise,Grade Level Entry Y/N,HOA Includes,HOA Pay Schedule,HOA Terms,Income Property,Insurance Paid By,Lease Includes,Maintenance Paid By,Management,Mobile Home Type,Nearest Town,Occupied By,Percolation Test,Possession,Present Use,Price Type,Property Sub Type,Property Subtype,Property Type Detail,Quarter,Range,Recreation,Rental Type,Residence,Restrictions,Restrictions/Covenants,Sale Rent,Sale Terms,Sale Type,SaleOrRent,Showing Instructions,Soil Test,Sub Property Type,Sub Type,Survey Available,Taxes Paid By,Terms,Title,Parking Features,Fireplace Features,Board,Foundation/Basement,Rental Equipment,Sign,Condo Management Firm,Condo Fees Include,Condo Fees Assessed Y/N,Bare Land YN,Condo Fees,Distance To High School,Drinking Water Y/N,Distance To Town,Distance To Elementary School,Community Name,Amenities,Structure,Surface Water,Utilities Available,Ensuite 4-Piece Level,Storage Room Level,Age Description,Bath 2-Piece Level,Bath 3-Piece Level,Foyer Level,Bath 4-Piece Level,Bedroom Level,Walk In Closet Level,Sewer Type,Last Change Type,Kitchen Level,Dwelling Type,Primary Bedrm Level,Assoc,Living Room Level,Recreation Room Level,Dining Room Level,Laundry Room Level,Rental Features,Assoc/Maint Fee Per,Living Area,Zoning,Architectural Style,Lot Features,Maintenance,Water/Sewer,Double,Land Features,MLS,Sub Area,Building Features,Lease Type,Municipality,Community Features,Elevator,MLS Area Minor,View,Foundation Details,SqFt Range,Building Area Source,Buyer Agent Designation,Lot Measurement,Lot Size Source,Topography,Current Financing
"122 GOODWIN Place, Fort McMurray, AB T9J1K1",Fort McMurray,AB,T9J1K1,56.707915,-111.364069,"Breathtaking river views! This exquisite property offers 4 bedrooms and 2.5 baths.  Starting off, the kitchen is a dream W/ led under cabinet lighting, custom maple cabinetry, soft close doors, quartz countertops, upgraded appliances which include bar fridge, induction cook top, double oven, dishwasher behind door panel, & an extra-large island w/ track pendant lighting and extra seating. Dining area offers, hidden slide out maple dining table seating 6 comfortably. Livingroom features, Regency FP90 wood burning fireplace delivering 70,000 BTU of high efficiency heat with temperature sensitive blower/fan and maple mantel with custom built in maple cabinetry. Next in the living room is an under window fireside seating with storage. Finishing the main floor, is a half bath W/ floating tigerwood vanity W/ quartz countertop, counter to ceiling backsplash w/ mother of pearl inlay detail with custom framed mirror & maple sliding door with designed glass by Flux Glass on an oil rubbed bronze rail system.  Let’s go upstairs! The stair rail and banister system were custom designed & includes Maple handrails with glass inserts by Flux.  2nd floor offers, 3 bedrms, w/ natural cherry hardwood flooring, hemlock trim, solid wood doors with sound proofing, built in closets and lights on dimmers. The PRIMARY BEDROOM, wood door, 10’ double rail four door closet, hidden motorized blind, black out roller blind and infused light roller blind, trimmed with hardwood flooring and hemlock trim. The ensuite complete with, marble & travertine flooring and wall covering, cement board and kerdi wrap used in all areas behind the tile, Maple floating custom cabinetry, w/ Swarovski Crystal faucet knobs, electric  in floor heating, ( also in the main bathroom)   hardwired heated towel rail, BainUltra- Elegancia 6642 double air jet tub with heated back rest and chromotherapy lights and self clean out. Glass chandelier over the tub, 5’ corner glass shower with body jets. The window in this bedroom is picturesque of the river view…yes wake up to river view and listen to the sounds of water! THE BASEMENT, offering & family room and bedroom w/, above code insulation in all walls including IKO Enerfoil R6.2 & batt insulation in framing, subflooring with upgraded laminate, Regency P36 30,000 BTU natural gas fireplace, pot lights, in ceiling surround speakers and under stairs storage.  Utility room has heat exchanger, HE HWT and furnace and a industrial sink/sprayer.!  Lets talk exterior, Lifetime warranty premium shingles with Amourguard ice and water protection, Hardiplank concrete siding, triple glazed windows, deck built w/ Brazilian hardwood, wood shed, flower beds with power, NGas hookup for BBQ. The garage has a 30,000BTU Lennox heater, mezzanine storage system, & workshop cabinetry. (Opportunity to have larger shop space).  South facing back yard with uninterrupted stunning views of the River and Boreal Forest w/ wildlife and sunsets of a lifetime! Call today for a tour of this one-of-a-kind home!",649900.0,CAD,4,3,"1,435",0.11,,,,"Finished, Full",,,,,,,,,,,,,Private Yard,Private Yard,,Single Garage Detached,,,"Gas, Wood Burning",,,,,,,Yes,,,,"Fireplace(s), Forced Air",,,,,,,,,,,,,,,A2193824,,,,,,,,,,,,,N/A,Single Family,Shingle,,,,,,,"1,435 SQFT",,,,Grayling Terrace,,,,Single Family,,,,,,,,,,,,,,,,,Single Garage Detached,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ceramic Tile, Hardwood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Single Garage Detached,"Gas, Wood Burning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2193824,,,,,,,,,,,,,,,,
"4908 48 Avenue, Grimshaw, AB T0H1W0",Grimshaw,AB,T0H1W0,56.187526,-117.603903,"This 1170 square foot, 3 bed 1 bath move in ready home is Located close to the downtown core of Grimshaw you are close to all the amenities and multiplex plus within walking distance of schools and the multiplex. Inside this beautiful property you will find a spacious kitchen with newer flooring, kitchen cabinets, counter tops, fixtures done in the past 5 years. That's not all, it also has had  windows, furnace, HWT, bathroom, shingles, soffit, eave trough, siding, decks, bathroom as well! This property is perfect for a range of buyers, first time home buyers, rental, single floor living!  You don't want to miss out on this amazing property call today! ",209000.0,CAD,3,1,"1,170",0.17,,,,"[""None""]",,,,,,,,,,,,,"[""Other""]","[""Other""]",,"[""Off Street"", ""Parking Pad""]",,,,,,,,,,,,,,"[""Forced Air""]",,,,,,,,,,,,,,,A2193460,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,170 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Off Street"", ""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Linoleum"", ""Vinyl Plank""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Off Street"", ""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2193460,,,,,,,,,,,,,,,,
"4715 48 Avenue, Grimshaw, AB T0H1W0",Grimshaw,AB,T0H1W0,56.186936,-117.599144,"This spacious Bi-level home has 1308 sqft on a large fully fenced lot with a single detached garage. Walking in your new home you will find a spacious living room with a large window letting in tons of natural light. There is also a spacious kitchen with back access to your deck overlooking your large yard. There is a half bath and laundry by your back door on the main floor. Down the hall you will find 3 bedrooms and a full bath. Downstairs you have a huge living room/ rec room perfect for the whole family, as well as more 1 bedroom and 2 additional rooms that could be used as bedrooms, a 3 piece bath and lots of storage as well! Don't miss out on this great home and call today!",275000.0,CAD,5,2,"1,308",0.26,,,,"[""Finished"", ""Full""]",,,,,,,,,,,,,"[""Fire Pit"", ""Private Entrance""]","[""Fire Pit"", ""Private Entrance""]",,"[""Single Garage Detached""]",,,,,,,,,,Yes,,,,"[""Forced Air""]",,,,,,,,,,,,,,,A2193464,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,308 SQFT",,,,NONE,,,,Single Family,,,,,,,,,,,,,,,,,"[""Single Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Carpet"", ""Linoleum""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Single Garage Detached""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2193464,,,,,,,,,,,,,,,,
"125 Garden Lane, Fort McMurray, AB T9K 0B6",Fort McMurray,AB,T9K 0B6,56.68796166,-111.29780007,"Live in a Country Paradise– Discover the chance to own a rare 36.79 acre piece of land in Draper. Surrounded by serene natural landscapes, this property offers the perfect escape while keeping you just minutes from downtown. Located off Draper Road and fronting Garden Lane, this parcel provides endless possibilities for those seeking to build their custom dream home - this property has the space and zoning to accommodate your vision.  Zoned SH (Small Holdings), the land allows for a variety of uses, offering flexibility and potential for development. Adding to its appeal, the property is near the picturesque Clearwater River, ideal for those with recreational toys like trailers, ATVs, boats, or snowmobiles. This is a rare chance to secure a multi-acre lot in a beautiful, quiet neighborhood, yet stay close to both downtown amenities and convenient access to the airport. Don't miss out on this exceptional opportunity to make your country living dreams a reality! ",389900.0,CAD,N/A,0,,36.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2193965,,,,,,,,,,,,,N/A,Single Family,,,,,,,,,,,,Waterways,,,,Single Family,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2193965,,,,,,,,,,,,,,,,
"157 Elm Street, Fort McMurray, AB T9K 0J9",Fort McMurray,AB,T9K 0J9,56.766107,-111.468814," Double Wide! No Condo Fees!  A.C ! Meticulously Kept! Welcome to 157 Elm Street. This 1523 sq ft, 3 bed, 2 bath mobile is sitting on a 4445 sq ft fully fenced lot in the established neighbourhood of Timberlea. The bright and open concept living room features a vaulted ceiling, feature wall, new laminate floors and a corner gas fireplace to enjoy on those cold winter evenings! The bright kitchen is complete with overhead skylight with heat trace, new laminate countertops, stainless steel appliances (replaced in 2017),Lino floors and plenty of cabinet and counter space. There are three bedrooms which includes a spacious primary bedroom with a walk in closet, large 4 piece ensuite bath with ceramic tile floors and soaker tub! There two additional bedrooms are located on the other side of the mobile and have have direct access to a 4 piece bathroom and a 2nd living space that is perfect for an home office.  The laundry is conveniently tucked away in a separate laundry room! Outside you will find deck that over looks the yard and a 8 x 10 shed.! This home was recently upgraded with a new belly bag, fresh sod laid last August and the  driveway professionally filled& sealed! Call now to schedule your private viewing!",354900.0,CAD,3,2,"1,523",0.10,,,,"[""None""]",,,,,,,,,,,,,"[""Lighting"", ""Private Yard""]","[""Lighting"", ""Private Yard""]",,"[""Parking Pad""]",,,"[""Gas""]",,,,,,,,,,,"[""Forced Air"", ""Natural Gas""]",,,,,,,,,,,,,,,A2193827,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt Shingle""]",,,,,,,"1,523 SQFT",,,,Timberlea,,,,Single Family,,,,,,,,,,,,,,,,,"[""Parking Pad""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Ceramic Tile"", ""Laminate"", ""Vinyl""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Parking Pad""]","[""Gas""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2193827,,,,,,,,,,,,,,,,
"151 Tobin Way, Fort McMurray, AB T0P 1G0",Fort McMurray,AB,T0P 1G0,56.432949,-111.163337,RV and Self storage use. 2.47 Acres. 106 RV Sites. 25 Sea Cans. Business Industrial zoning.,1450000.0,CAD,N/A,0,,,,,,,,,,,,,,,,,,,[],[],,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4421087,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,[],,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E4421087,,,,,,,,,,,,,,,,
"8911 76 STREET, Fort St. John, BC V1J2Z8",Fort St. John,BC,V1J2Z8,56.23593,-120.8027155,"Charming modular on its own lot. Discover this cozy 3 bdrm, 1 bath home perfect for comfortable living. Situated on its own private lot, this home offers an updated kitchen and spaces, blending modern style with practicality. Built on durable steel pilings, it provides long lasting stability and peace of mind. Ideal for first time home buyers, downsizers, or as an investment opportunity. Don 't miss out on this cute home! (id:38686)",159900.0,CAD,3,1,"1,300",0.17,,,,"[""None""]",,,,,,,,,,,,,"[""Aluminum siding""]","[""Aluminum siding""]",,"[""Open""]",,,[],,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2965533,,,,,,,,,,,,,N/A,Single Family,"[""Metal"", ""Conventional""]",,,,,,[],"1,300 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Open""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Open""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2965533,,,,,,,,,,,,,,,,
"ON Road 261 Range, Rural Peace No. 135, M.D. of, AB T0H1W0","Rural Peace No. 135, M.D. of",AB,T0H1W0,56.178920417,-117.972957521,"Full quarter section for sale! Open land is currently in hay, this quarter was previously fenced and with some fence repair it could be great pasture land with small bluffs of trees dispersed throughout the quarter. There is a dug out in the NW corner of the property.  The current owner has not used any chemicals on the property (approx. 10 years), he was told it was organically farmed by the prior owner as well. Should you decide to drill a well on this land the seller thinks it's likely there is a good probability of being able to access quality water as a well was drilled on the neighboring quarter section without issue. (id:38686)",375000.0,CAD,N/A,0,,161.00,,,,,,,,,,,,,,,,,[],[],,[],,,[],,,,,,,,,,,,,,,,,,,,,,,,,,A2193811,,,,,,,,,,,,,N/A,Vacant Land,[],,,,,,"[""No sewage system""]",,,,,,,,,Vacant Land,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2193811,,,,,,,,,,,,,,,,
"14259 EVERGREEN ROAD, Fort St. John, BC V0C1H0",Fort St. John,BC,V0C1H0,56.4081189878765,-121.159612871164," * PREC - Personal Real Estate Corporation. Be the proud new owner of this beautiful 4.5-acre country retreat! Nestled among the trees in the desirable Evergreen Subdivision, just 25 minutes from town and 10 minutes from Charlie Lake, this meticulously cared-for home features 4 bedrooms and 3 bathrooms, along with an attached double garage. The house is filled with natural light and boasts an impressively large kitchen with ample cabinet space and a pantry. Enjoy cozy evenings by the fireplace and take in the stunning sunsets from the back sundeck. The walk-out bsmt is bright and offers lots of additional space for the family to gather. The circular driveway adds convenience, and there's plenty of space to build your dream shop. With charm, character, and endless potential - come see this beautiful acreage for yourself! (id:38686)",589900.0,CAD,4,3,"2,937",4.50,,,,"[""Finished"", ""N/A""]",,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Garage"", ""Open"", ""RV""]",,,Yes,,,,,,,,,,,"[""Forced air"", ""Radiant/Infra-red Heat"", ""Natural gas""]",,,,,,,,,,,,,,,R2965368,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],"2,937 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Garage"", ""Open"", ""RV""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Garage"", ""Open"", ""RV""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2965368,,,,,,,,,,,,,,,,
"12674 RIMROCK DRIVE, Charlie Lake, BC V0C1H0",Charlie Lake,BC,V0C1H0,56.2710921,-120.9402169,"Lovely 2 Bedroom 2 Full Bath modular home on a stunning 7.21 acres fenced and bordering Fish Creek. This home has a sun deck running the full length and ending with a large patio perfect for outdoor entertaining. The open layout invites you in with its gas fireplace and natural light. The large master bedroom comes with a huge ensuite and walk-in closet. Outside, stunning views and a log cabin at the end of the property perfect for projects or your farm animals.  Owner is also selling R2965373 as a combined 9.24 acres of amazing property. (id:38686)",649000.0,CAD,2,2,"1,216",7.21,,,,"[""None""]",,,,,,,,,,,,,"[""Vinyl siding""]","[""Vinyl siding""]",,"[""Open"", ""RV""]",,,Yes,,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2965370,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],"1,216 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Open"", ""RV""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Open"", ""RV""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2965370,,,,,,,,,,,,,,,,
"12698 RIMROCK DRIVE, Charlie Lake, BC V0C1H0",Charlie Lake,BC,V0C1H0,56.2723967,-120.9409243,"Experience luxury living in this stunning 5-bedroom, 3-bath executive home w/attached garage set on a sprawling 2.03 acres already set up for horses. This fully fenced property boasts custom, top-of-the-line finishes, featuring solid oak and stone throughout, elegant granite countertops and triple-pane windows and 3 fireplaces. Enjoy the heated floors which extend to the sidewalk and both upper and lower decks. The main level showcases a breathtaking Master Suite complete with a spa-like ensuite and a spacious walk-in closet, along with two additional generously-sized bedrooms. The lower level offers two more bedrooms, a full kitchen, family room and wet bar, all with a separate entry. Bonus is the clubhouse and TWO separate living units perfect for guests or rental income. (id:38686)",1100000.0,CAD,5,3,"3,184",2.03,,,,"[""Finished"", ""Full""]",,,,,,,,,,,,,[],[],,"[""Garage"", ""Open"", ""RV""]",,,Yes,,,,,,,,,,,"[""Forced air"", ""Natural gas""]",,,,,,,,,,,,,,,R2965373,,,,,,,,,,,,,N/A,Single Family,"[""Asphalt shingle"", ""Conventional""]",,,,,,[],"3,184 SQFT",,,,,,,,Single Family,,,,,,,,,,,,,,,,,"[""Garage"", ""Open"", ""RV""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Garage"", ""Open"", ""RV""]",[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R2965373,,,,,,,,,,,,,,,,
"704, 8535 Clearwater Drive, Fort McMurray, AB T9H 0B7",Fort McMurray,AB,T9H 0B7,56.720583,-111.35482086,"Experience luxury and convenience in this stunning top-floor executive condo located in the prestigious River Ridge Estates. Perched on the 7th floor, this spacious corner unit offers unparalleled panoramic views of the Clearwater River, setting the perfect backdrop for refined downtown living.

Property Highlights:

Prime Location: Steps from Fort McMurray’s finest restaurants, shopping, and the downtown trail system.

Expansive Layout: 2 bedrooms plus a den, ideal for a home office, gym, or additional storage.

Gourmet Kitchen: Elegant granite countertops, solid cherry cabinetry, and a functional breakfast bar.

Sophisticated Living Area: Open-concept design featuring a gas fireplace and brand-new laminate flooring throughout.

Primary Suite Retreat: Spacious bedroom with a large closet and a private 4-piece ensuite.

Outdoor Oasis: Oversized covered balcony with breathtaking views of the Clearwater River Valley, perfect for relaxing or entertaining.

Ultimate Convenience: In-suite laundry with extra storage space.

Exclusive Amenities: A fully equipped gym on every floor for added convenience.

Secure Parking: Two titled side-by-side underground heated parking stalls.

Premium Build Quality: River Ridge Estates is a concrete construction development by FM Shah Building Design Group, ensuring superior soundproofing and durability.

Move-in ready with nothing to do but enjoy the elegance, comfort, and prime location. Don’t miss the opportunity to own one of the best views in Fort McMurray. Schedule your private viewing today!",200000.0,CAD,2,2,"1,000",,,,,,,,,,,,,,,,,,"[""Balcony""]","[""Balcony""]",,"[""Parkade"", ""Underground""]",,,"[""Gas"", ""Living Room""]",,,,,,,,,,,"[""Baseboard""]",,,,,,,,,,,,,,,A2193809,,,,,,,,,,,,,N/A,Condo,,,,,,,,"1,000 SQFT",,,,Downtown,,,,Condo,,,,,,,,,,,,,,,,,"[""Parkade"", ""Underground""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Laminate"", ""Tile""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""Parkade"", ""Underground""]","[""Gas"", ""Living Room""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A2193809,,,,,,,,,,,,,,,,
